오름명 별칭	위치	비고(m)	표고(m)	경도	위도	설명	주차	화장실	난이도	혼잡도	관리기관	관리자번호	운영시간	쉬는날	이용요금	오름영문명	데이터기준일자
식은이오름	"사근이, 사근이오름, 상씨근악(上氏近岳)"	제주특별자치도 제주시 구좌읍 덕천리	45	286	126.747414	33.473301	"비고 45m의 말굽형(남서향) 화구를 지닌 화산체. 기슭과 능선으로 이어지는 곳에 잡목들과 가시덤불 등이 빽빽이 숲을 이룬다. 덕천리 마을 안에 어대오름(210.5m)·주체오름(220.6m)·북오름(340.6m)·종재기악(254.9m)과 함께 분포하는 높은 오름 중 하나이며, 웃못연못에서 시작해 숲터널·사근이오름·상덕천삼거리·북오름굴 고사리밭·주체오름을 도는 덕천리 '팔자 좋아 길' 코스에 포함된다."	null	null	null	null	null	null	null	null	null	sigeuni	2021-11-30
식산봉	"바오름, 바위오름, 바우오름, 쌍월(雙月), 식산봉(食山峰)"	제주특별자치도 서귀포시 성산읍 오조리 313	55	60.2	126.919968	33.465843	"비고 55m의 원추형 화구를 지닌 화산체. 기슭과 등성에 유독 바위가 많아 바위오름(바오름·바우오름)으로 잘 알려져 있다. 성산 내수면에 둘러싸여 있어 멀리서 보면 섬처럼 보이며, 해송과 대나무로 덮여 있다. 옛 제주 선조들이 오름에 낟가리를 덮어 왜구의 눈에 군량미처럼 보이게 했다는 데서 식산봉이라는 이름이 나왔다고 전한다. '쌍월'은 성산일출봉에서 떠오른 달이 내수면에도 비쳐 두 개의 달로 보인다 하여 붙은 이름이다. 황근의 국내 최대 규모 자생지이며 바람등칡(후추) 등이 자생해 '식산봉의 황근 자생지 및 상록활엽수림'으로 1995년 제주도 기념물로 지정되었다. 목재 데크 산책로와 등산로 계단이 정비되어 있고 규모가 작아 10~15분이면 정상에 도달하며, 정상에서 성산일출봉과 성산리 일대를 조망할 수 있다. 제주올레 코스에 포함된다."	TRUE	null	하	null	null	null	null	null	null	sigsanbong	2021-11-30
소병악	"족은오름, 소병악(小竝岳), 병악(竝岳), 골른오름, 골래기"	제주특별자치도 서귀포시 안덕면 상창리 산2-1	93	473	126.373634	33.308426	"비고 93m의 말굽형 화구를 지닌 화산체. 면적 178,836㎡. 쌍둥이오름인 병악(竝岳)의 두 봉우리 중 표고가 낮은 오른쪽 오름을 '족은오름'이라 부르며, 생김새가 아주 닮았다 하여 쌍둥이를 뜻하는 제주어 '골래기'에서 유래해 '골른오름', 한자로 병악(竝岳)이라 하고 큰 쪽이 대병악(大竝岳), 작은 쪽이 소병악(小竝岳)이다. 서향으로 느슨한 말굽형 화구를 갖는 기생화산체로, 화구 앞쪽 기슭자락에 암설류의 작은 언덕들이 산재하고 남사면 일부의 삼나무 조림지를 제외하면 자연림의 울창한 숲을 이룬다. 대병악의 동쪽과 소병악은 오름 하부를 공유하듯 붙어 있으나 두 오름 사이로 송전철탑이 지난다. 소병악에서 분출한 용암은 안덕 곶자왈 지대를 형성했다. 병악로를 따라 접근하며 소병악 정상부에서 좌우로 돌아 내려가는 코스가 일반적이다."	TRUE	FALSE	null	null	null	null	null	null	null	sobyeongak	2021-11-30
송악산	"절울이, 저별이악(貯別伊岳), 저별악(貯別岳), 저벼리오름, 솔오름, 송오름, 99봉"	제주특별자치도 서귀포시 대정읍 상모리 산1	99	104	126.289551	33.200703	"비고 99m의 복합형 화산체. 총면적 585,982㎡, 둘레 3,115m. 응회환 분화구(제1분화구, 지름 약 500m·둘레 약 1.7km) 안에 다시 스코리아콘(제2분화구, 둘레 약 400m·깊이 69m, 경사각 평균 70°)이 출현한 이중화산으로 세계적으로 유례가 드물며, 두 화산체 사이에 용암호가 나타나고 스코리아콘 남쪽 가장자리를 둘러싼 알오름들이 있다. 파도(제주어 '절')가 해안 절벽에 부딪혀 큰 소리가 난다 하여 '절울이'라 불렸고 이를 한자로 저별이악(貯別伊岳)·저별악(貯別岳)으로 표기했으며, 주변에 소나무가 많아 송악산(松岳山)으로도 불렸다. 여러 개의 작은 봉우리가 모여 있어 '99봉'이라고도 한다. 해식애 단면에 수성화산 분출의 퇴적 구조가 잘 나타나 하이드로볼케이노 형성 과정을 밝히는 중요한 장소로 평가된다. 일제 진지동굴이 남아 있고 제주올레 10코스가 지나며, 총 2.8km의 둘레길(주차장→송악산 표지석→진지동굴→전망대 1·2·3)이 조성되어 있다. 정상에서 마라도·가파도·형제섬·산방산·한라산이 조망된다."	TRUE	null	null	null	null	null	null	null	0	songaksan	2021-11-30
수산봉	"물메, 물메오름, 물미, 수산봉(水山峰)"	제주특별자치도 제주시 애월읍 수산리 2274	92	121.5	126.388649	33.473545	"비고 92m의 원추형 분화구를 지닌 소화산체. 동그란 형태의 분화구를 지니고 정상에 물이 고인 작은 연못이 있어 '물메(물메오름)', 정상에 봉수가 있어 '수산봉'이라 부른다. 제주올레 16코스에 포함되며 올레길을 따라가면 수산저수지와 곰솔을 지나 정상에 오르게 된다. 곰솔을 따라 올라가는 입구 외에 등산로 입구가 총 세 군데 있으며 차로 올라갈 수 있는 길도 있다. 계단과 길이 잘 다듬어져 있어 어린 자녀와 함께 오르는 가족 단위 여행객이 많고 산행시간은 약 20분(주변을 둘러보면 40분) 정도다. 남쪽 수산저수지 기슭의 곰솔은 수령 약 400년, 높이 10m, 흉고둘레 4.8m의 천연기념물(제441호)로 눈이 쌓이면 흰곰이 물을 마시는 형상을 연상시킨다 하여 붙은 이름이며, 저수지와 한라산을 배경으로 한 '하늘그네' 포토스팟이 있다."	null	null	하	null	null	null	null	null	null	susanbong	2021-11-30
통오름	통악(桶岳)	제주특별자치도 서귀포시 성산읍 난산리 1976	43	143.1	126.855972	33.39328	"비고 43m의 말굽형(서향) 화구를 지닌 아주 작은 화산체. 둘레 2,748m, 면적 258,114㎡. 대여섯 개의 봉우리에 에워싸여 내부가 원형처럼 보이나 북서쪽으로 벌어진 말굽형 화산체다. 오름 모양새가 밥통이나 물통처럼 물건을 담는 통(桶)처럼 생겼다 하여 통오름이라 불린다. 굼부리 안은 오래전부터 농경지로 개간되어 개인 묘지들도 자리한다. 인접한 신산리 독자봉과 함께 제주올레 3코스 경유지이며, 신산 교차로(난산 교차로)에 서면 바로 통오름 입구가 보인다. 내비게이션으로 신산 교차로에 도착한 뒤 주변이나 인근 독자봉 주차장을 이용할 수 있다. 정상부를 한 바퀴 도는 산책로가 있다."	TRUE	null	하	null	null	null	null	null	null	tong	2021-11-30
토산봉	"망오름, 토산망(兎山望), 토산봉(兎山峰/兎山烽), 토산봉수(兎山烽燧)"	제주특별자치도 서귀포시 표선면 토산리	75	175.4	126.773849	33.32391	"비고 75m의 복합형 화구를 지닌 화산체. 동쪽과 서쪽 두 개의 봉우리를 가진 말굽형 분화구로 동쪽 봉우리가 더 높으며, 두 개의 분화구를 지닌다. 서쪽의 작은 봉우리에 조선시대 봉수대가 설치되면서 '망오름'이라 했고 이 봉수를 토산봉(兎山烽)·토산봉수·토산망(兎山望)이라 불렀으며, 토산봉수대는 비교적 원형 그대로 남아 있다. 토산리는 본래 土山里였으나 지형이 옥토망월(玉兎望月)형 명당터로 알려지며 兎山里로 바뀌었다. 울창한 소나무 사이에 볼레나무가 자라고 그 아래 자금우·백량금이 빨간 열매를 맺으며 고사리가 자란다. 마을과 인접해 있어 토산1리·2리가 함께 공유하며 산책로 정비가 잘 되어 있고 제주올레 4코스가 지난다. 정상 부근에서는 마을의 무사안녕과 농사 풍요를 기원하는 포제를 지낸다."	null	null	하	null	null	null	null	null	null	tosanbong	2021-11-30
따라비오름	"지조악(地祖岳), 지조악(地租岳), 따애비, 땅하래비"	제주특별자치도 서귀포시 표선면 가시리 산62	107	342	126.754288	33.38892	"비고 107m의 복합형 화산체. 둘레 2,633m, 면적 448,111㎡, 저경 855m. 말굽형으로 터진 3개의 굼부리를 중심에 두고 좌·우 2곳의 말굽형 굼부리가 쌍으로 맞물려 3개의 원형분화구와 여섯 개의 봉우리로 이루어져 있으며, 부드러운 등성이로 연결된 능선과 화구의 조화가 아름답다. 화산 폭발 시 용암의 흔적이 아름다운 선을 만들어 가을이면 억새 군락과 어우러져 '오름의 여왕'으로 불린다. 북쪽에 새끼오름, 동쪽(북동쪽)에 모지오름과 장자오름이 있어 이들의 가장(家長)격이라 하여 '따애비'라 불리던 것이 '따래비'가 되었다고 하며, 시아버지와 며느리의 형국이라는 데서 유래해 '땅하래비' 즉 지조악(地祖岳)이라 부르기도 한다. 입구에서 정상까지 삼나무 숲길과 나무계단을 지나 약 25~30분이 걸리며, 3개의 굼부리 사이 능선을 걸을 수 있다. 쫄븐갑마장길(10.3km)에 포함된다."	TRUE	FALSE	하	null	null	null	null	null	0	ttalabi	2021-11-30
우진제비	"우진제비오름, 우진샘이, 우진산"	제주특별자치도 제주시 조천읍 선흘리 산111	126	410.6	126.698135	33.467384	"비고 126m의 말굽형(북향) 화구를 지닌 화산체. 둘레 2,353m, 면적 406,250㎡, 폭 756m. 둥글고 통통한 산체에 서쪽 봉우리가 주봉이며 북쪽으로 벌어진 말굽형 화구를 가진다. 소가 누워 있는 형상이라 하여 우진산, 제비가 날아가는 형상이라 하여 우진제비오름이라 불렸다. 삼나무가 줄지어 서 있어 삼나무 동산 같으며 자연생태계가 잘 보존되어 있다. 동부산업도로(번영로) 조천읍 함덕초 선인분교 못 미쳐 북쪽의 우진동 마을 뒷산으로, 마을 동쪽 길을 따라 오름 북동쪽으로 오를 수 있으나 정상으로 향하는 소로가 협소하고 급경사가 있어 길이 험한 편이다. 북쪽에 선흘리 공동묘지가 있고 인근에 거문오름·부대오름·골체오름이 군락을 이룬다."	null	null	중	null	null	null	null	null	null	ujinjebi	2021-11-30
월랑지	"월랑봉, 월랑지오름, 월지봉, 달모루"	제주특별자치도 서귀포시 표선면 성읍리	35	260.2	126.809734	33.438665	"비고 35m의 말굽형(북향) 화구를 지닌 화산체. 외부에서는 낮고 앙증맞은 모습이지만 산체 내부는 깊은 숲을 이루고 있다. 초승달 모양으로 생겨 붙은 이름으로 전하며, 좌보미오름의 북쪽 기슭에 위치한다."	null	null	null	null	null	null	null	null	null	wollangji	2021-11-30
원물오름	"원수악(院水岳), 원수악(元水岳)"	제주특별자치도 서귀포시 안덕면 동광리 산41	98	458.5	126.344551	33.322323	"비고 98m의 말굽형 화구를 지닌 화산체로 비교적 완만한 경사이고 조망권이 괜찮은 편이다. 동광육거리에서 북쪽으로 바라보이는 오름이며, 오름 초입(앞쪽)에 '원물'이라는 샘과 연못이 있다. 조선시대 이 오름 근처에 '이왕원(梨往院)'이라는 원(院, 관원용 국영 숙식시설)이 있었고 오름 아래 샘이 원물이라는 데서 이름이 유래했다고 하며, 대정현 원님이 제주목을 오가며 이 물을 마셨다는 데서 '원님이 마신 물'이라는 유래도 전한다. 한자로는 원수악(院水岳)·원수악(元水岳)으로 쓴다. 서쪽에 족은대비악(당오름), 남서쪽에 여진머리·골른오름(대병악·소병악)이 이어진다."	TRUE	null	하	null	null	null	null	null	null	wonmul	2021-11-30
열안지오름	"열안지, 열안지악, 연안지오름"	제주특별자치도 제주시 봉개동	54	328	126.605356	33.47307434	비고 54m의 말굽형(북향) 화구를 가진 화산체. 잡목과 자연림이 숲을 이룬다.	null	null	null	null	null	null	null	null	null	yeol-anji	2021-11-30
영천악	"영천오름, 영천이오름, 영천악(靈泉岳)"	제주특별자치도 서귀포시 상효동	97	277	126.600677	33.295338	"비고 97m의 원형 화구를 지닌 화산체. 잘 정리된 산책로가 5·16도로까지 이어져 있다. 오름 인근에 영천사(靈泉寺)와 영천이라는 샘이 있으며, 돈내코 계곡 상류부와 가깝다."	null	null	null	null	null	null	null	null	null	yeongcheonak	2021-11-30
영주산	"영모루, 영매, 영주산(瀛州山), 영모르오름"	제주특별자치도 서귀포시 표선면 성읍리	176	326.4	126.7962446	33.40456816	"비고 176m의 말굽형 화구를 지닌 화산체. 높은 비고를 가져 정상에서의 조망권이 매우 좋다. 예로부터 신선이 사는 산으로 여겨져 한라산·방장산과 함께 삼신산(三神山)의 하나인 영주산(瀛州山)의 이름을 얻었다고 전하며, 성읍민속마을 북쪽에 우뚝 솟아 있다. 완만한 능선과 계단·데크가 정비된 탐방로가 있고, 봄이면 능선을 따라 초록 풀밭과 유채가 어우러진다. 정상에서 성읍저수지와 성읍마을, 주변 오름 군락이 조망된다."	null	null	중	null	null	null	null	null	null	yeongjusan	2021-11-30
용눈이오름	"용와악(龍臥岳), 용유악(龍遊岳), 논오름, 룡논이오름"	제주특별자치도 제주시 구좌읍 종달리	88	247.8	126.8326896	33.45987829	"비고 88m의 복합형 화구를 지닌 화산체로, 타 오름에 비해 능선과 화구의 조화가 매우 아름답다. 용이 누워 있는 형상, 또는 용이 놀았다는 데서 이름이 유래했다고 전하며 한자로 용와악(龍臥岳)·용유악(龍遊岳)으로 쓴다. 부드럽게 흐르는 여러 개의 능선과 세 개의 굼부리가 어우러져 사진작가 김영갑이 사랑한 오름으로 널리 알려졌다. 훼손 방지를 위해 자연휴식년제로 출입이 통제되었다가 재개방되었다. 동쪽에 다랑쉬오름·아끈다랑쉬, 남쪽에 손자봉이 있다."	TRUE	null	하	null	null	null	null	null	null	youngnuni	2021-11-30
유건에오름	"유건이오름, 유건악(儒巾岳), 유근에오름"	제주특별자치도 서귀포시 성산읍 난산리	75	190.2	126.847069	33.413563	비고 75m의 원형 화구를 지닌 화산체. 세 개의 봉우리가 능선을 따라 이어지면서 원형의 굼부리를 형성하고 있다. 오름 모양이 선비가 쓰던 유건(儒巾)을 닮았다는 데서 이름이 유래했다고 전한다. 인근에 모구리오름·모구리야영장이 있다.	null	null	null	null	null	null	null	null	null	yugeone	2021-11-30
